Full Name,Workplace,Location,Connections,Followers,Number of Experiences,Number of Educations,Number of Skills,Number of Projects,Number of Publications,Number of Languages,Number of Interests,Average Likes per Post,Average Comments per Post,Average Shares per Post,Total Posts,Engagement Rate (%),Last Active Date,Post Frequency,Most Engaged Post Type,Years of Experience,Job Changes in Last 5 Years,Promotion Count,Industry,Sentiment of Recent Posts,LinkedIn Profile Popularity Score
Neha Malhotra,Facebook,Australia,2236,18471,1,4,41,9,1,2,11,471,10,37,368,8.83,21-09-2033,Monthly,Text,15,1,0,Consulting,Negative,50.01
Rohan Iyer,Microsoft,Australia,251,522,2,3,15,8,3,1,12,373,84,5,445,8.8,22-09-2033,Weekly,Image,3,1,2,Education,Neutral,25.75
Varun Bhatia,Amazon,Canada,1622,11294,5,1,29,1,4,1,8,182,87,39,440,2.08,23-09-2033,Rarely,Article,3,3,2,Consulting,Neutral,82.95
Sandeep Patil,Startup,India,2112,6035,10,1,40,4,2,3,17,91,58,20,371,1.55,24-09-2033,Rarely,Text,13,3,0,Marketing,Negative,77.7
Aditi Chauhan,Freelancer,Australia,4813,11667,11,1,13,4,1,2,16,259,48,14,384,9.95,25-09-2033,Rarely,Image,17,1,2,Finance,Neutral,17.95
Isha Bansal,Microsoft,Australia,4705,16053,13,2,43,3,0,1,13,463,56,16,268,5.27,26-09-2033,Daily,Text,14,3,0,Education,Neutral,66.72
Rahul Mishra,Freelancer,Germany,3139,19580,13,4,18,2,4,2,13,392,48,22,36,4.26,27-09-2033,Monthly,Text,22,2,2,Tech,Positive,28.37
Rahul Mishra,Tesla,USA,4430,10988,13,2,36,1,3,4,19,363,47,10,220,9.09,28-09-2033,Daily,Video,5,4,2,Healthcare,Negative,41.12
Simran Kaur,Facebook,India,1632,3391,2,4,47,4,4,4,19,312,95,25,158,1.99,29-09-2033,Weekly,Text,3,1,1,Healthcare,Positive,30.17
Neha Malhotra,Google,USA,4224,17788,14,2,45,8,2,3,13,179,58,19,343,5.27,30-09-2033,Monthly,Article,19,1,2,Marketing,Neutral,41.89
Varun Bhatia,Microsoft,Germany,4851,1561,4,2,27,0,0,4,4,21,18,17,350,3.43,01-10-2033,Weekly,Article,9,1,1,Consulting,Negative,44.1
Tanvi Agarwal,Microsoft,Australia,2819,16978,4,1,10,6,4,4,19,136,87,42,417,1.87,02-10-2033,Monthly,Text,24,1,2,Marketing,Negative,83.61
Ananya Kapoor,Amazon,Australia,4105,6182,1,3,44,8,0,1,10,79,80,5,438,6.63,03-10-2033,Daily,Video,23,2,0,Finance,Positive,76.83
Shweta Bhattacharya,Microsoft,UK,2944,13469,11,2,5,8,1,4,14,233,32,2,385,4.47,04-10-2033,Rarely,Image,2,4,2,Consulting,Neutral,91.84
Sneha Joshi,Microsoft,UK,162,4740,10,1,46,0,4,2,7,166,3,31,156,1.7,05-10-2033,Weekly,Article,24,1,1,Finance,Positive,92.66
Swati Rajan,Amazon,Canada,1401,12085,2,4,22,1,4,1,11,78,20,6,228,0.86,06-10-2033,Monthly,Image,7,0,0,Finance,Neutral,35.67
Harsh Vardhan,Tesla,USA,2398,14191,11,4,7,7,1,1,8,248,73,5,144,4.21,07-10-2033,Rarely,Video,23,1,2,Consulting,Negative,79.36
Shweta Bhattacharya,Facebook,India,2049,8588,1,1,44,7,4,4,10,334,46,4,167,5.55,08-10-2033,Weekly,Image,22,4,1,Healthcare,Negative,13.81
Varun Bhatia,Facebook,India,2182,11081,8,1,38,2,4,1,6,281,7,31,32,4.22,09-10-2033,Daily,Video,3,3,1,Healthcare,Positive,45.85
Neha Malhotra,Microsoft,Canada,3603,4421,4,1,17,1,0,3,16,260,29,29,376,1.49,10-10-2033,Weekly,Article,21,3,2,Healthcare,Negative,34.74
Tanvi Agarwal,Facebook,Australia,3950,3329,11,1,49,6,3,4,5,215,20,48,374,3.4,11-10-2033,Rarely,Text,23,4,0,Education,Negative,3.86
Siddharth Pandey,Microsoft,Germany,705,10026,1,2,38,8,0,2,12,340,10,31,220,8.35,12-10-2033,Weekly,Article,11,2,0,Healthcare,Negative,30.45
Priya Verma,Microsoft,USA,2033,10038,6,3,38,2,4,1,3,425,15,47,115,4.54,13-10-2033,Rarely,Video,11,2,1,Healthcare,Positive,57.55
Ananya Kapoor,Microsoft,Germany,1651,5286,1,3,42,8,1,1,19,301,29,4,87,2.93,14-10-2033,Rarely,Video,18,2,1,Finance,Negative,72.52
Swati Rajan,Microsoft,India,692,11362,11,3,20,3,3,2,8,245,54,47,180,8.27,15-10-2033,Daily,Text,8,3,0,Healthcare,Negative,6
Shweta Bhattacharya,Amazon,Germany,2404,4298,12,4,5,8,0,3,9,82,36,8,354,3.55,16-10-2033,Rarely,Image,13,1,2,Marketing,Positive,4.52
Rahul Mishra,Amazon,India,812,17569,2,2,46,2,0,3,5,236,2,39,213,1.99,17-10-2033,Monthly,Video,13,1,2,Consulting,Positive,62.27
Harsh Vardhan,Microsoft,UK,576,18122,10,1,19,2,4,2,11,135,64,20,357,6.02,18-10-2033,Monthly,Article,28,2,0,Finance,Negative,72.07
Kavya Deshmukh,Startup,Australia,1576,9074,4,2,35,8,1,4,2,149,89,0,394,1.41,19-10-2033,Daily,Article,19,3,0,Finance,Positive,86.58
Aniket Bose,Microsoft,India,3164,7568,2,1,5,1,4,1,1,337,14,19,318,6.95,20-10-2033,Daily,Text,27,2,2,Consulting,Negative,37.64
Nidhi Goel,Amazon,Canada,2975,2452,10,4,28,9,4,1,18,390,10,46,300,6.12,21-10-2033,Rarely,Article,2,3,2,Healthcare,Negative,16.85
Priya Verma,Amazon,Canada,1438,12206,3,3,9,7,4,1,9,48,73,39,354,6.77,22-10-2033,Monthly,Text,28,3,1,Education,Neutral,4.25
Sneha Joshi,Startup,Australia,471,8259,13,4,10,0,4,4,10,239,53,24,282,2.9,23-10-2033,Rarely,Text,23,2,1,Marketing,Positive,54.59
Pallavi Thakur,Microsoft,USA,4780,11962,1,3,31,1,0,1,12,128,17,28,131,2.66,24-10-2033,Rarely,Article,13,3,0,Finance,Positive,2.1
Karthik Nair,Startup,India,4858,7136,11,2,18,9,4,2,8,268,61,12,415,6.97,25-10-2033,Monthly,Video,18,3,0,Finance,Neutral,87.69
Pooja Choudhary,Amazon,USA,1279,6497,3,1,11,1,4,3,4,475,70,14,227,1.01,26-10-2033,Monthly,Article,16,2,0,Consulting,Neutral,72.2
Aniket Bose,Facebook,Australia,1912,16389,13,2,31,0,4,4,5,174,20,3,411,6.5,27-10-2033,Weekly,Article,27,2,2,Consulting,Negative,48.56
Vikram Mehta,Startup,India,3989,10087,5,2,15,1,0,1,10,155,28,32,92,1.09,28-10-2033,Daily,Text,11,2,1,Marketing,Negative,25.77
Aditi Chauhan,Microsoft,UK,1738,3038,6,2,32,6,0,1,4,179,29,2,415,4.92,29-10-2033,Rarely,Video,9,4,1,Education,Positive,39.95
Shweta Bhattacharya,Startup,USA,2261,8672,13,3,27,3,0,1,17,61,7,28,12,7.44,30-10-2033,Weekly,Image,10,3,1,Tech,Positive,18.68
Vikram Mehta,Microsoft,Canada,836,4395,5,2,49,0,3,2,17,468,53,15,352,8.94,31-10-2033,Weekly,Text,4,3,0,Consulting,Neutral,79.06
Manish Kulkarni,Google,Canada,4473,14662,12,2,16,2,4,2,18,167,60,15,381,9.92,01-11-2033,Daily,Image,19,4,2,Finance,Negative,44.73
Ananya Kapoor,Facebook,Canada,307,14144,2,2,32,7,3,1,7,462,80,7,402,0.64,02-11-2033,Monthly,Article,15,1,1,Marketing,Neutral,59.88
Nidhi Goel,Google,Australia,213,11351,1,2,25,3,2,4,3,470,98,41,375,2.96,03-11-2033,Weekly,Image,22,4,0,Healthcare,Negative,73.35
Vikram Mehta,Google,USA,3339,6125,4,3,5,6,0,4,3,259,72,0,223,0.99,04-11-2033,Monthly,Video,2,0,1,Finance,Positive,51.06
Swati Rajan,Startup,UK,289,620,2,1,49,6,2,3,6,160,77,33,333,3.87,05-11-2033,Monthly,Video,21,1,0,Consulting,Neutral,31.89
Meera Rao,Google,Australia,580,770,14,1,12,6,2,4,5,247,83,8,70,7.12,06-11-2033,Monthly,Video,13,1,0,Finance,Neutral,85.73
Kavya Deshmukh,Facebook,UK,2188,8083,5,2,15,4,3,3,9,408,88,14,78,5.67,07-11-2033,Rarely,Image,19,1,0,Marketing,Neutral,73.72
Vikram Mehta,Google,India,1832,4230,14,4,39,9,4,4,3,347,26,7,390,4.06,08-11-2033,Daily,Text,15,0,1,Finance,Negative,49.98
Ananya Kapoor,Facebook,Australia,181,17364,9,2,13,4,3,4,4,151,52,31,260,6.87,09-11-2033,Daily,Video,27,0,1,Tech,Positive,1.81
Sandeep Patil,Tesla,Australia,3584,3604,4,2,9,4,0,2,6,81,28,10,59,9.81,10-11-2033,Monthly,Text,10,2,0,Consulting,Negative,24.49
Aakash Sinha,Google,Canada,2225,4857,8,1,32,1,1,1,7,300,67,40,235,2.36,11-11-2033,Monthly,Video,13,4,2,Marketing,Neutral,80.14
Yashwant Joshi,Startup,Germany,4542,6617,7,2,33,9,3,3,1,468,68,42,327,0.89,12-11-2033,Rarely,Article,14,2,1,Education,Negative,35.71
Harsh Vardhan,Freelancer,Canada,323,14090,11,3,20,6,4,4,4,385,31,24,269,0.94,13-11-2033,Weekly,Video,14,4,2,Education,Negative,13.8
Aakash Sinha,Amazon,USA,1807,4975,14,1,5,8,2,1,16,11,58,11,190,3.09,14-11-2033,Weekly,Video,12,2,2,Healthcare,Negative,45.27
Aniket Bose,Google,USA,1123,17425,13,1,13,5,4,1,2,355,6,13,478,5.64,15-11-2033,Rarely,Text,6,4,0,Consulting,Neutral,14.7
Sandeep Patil,Freelancer,India,1097,3284,6,4,17,6,3,2,4,312,77,29,260,7.68,16-11-2033,Daily,Image,4,0,2,Consulting,Negative,64.62
Rohan Iyer,Tesla,India,2580,11325,1,2,19,0,4,1,15,140,66,48,51,2.61,17-11-2033,Monthly,Text,21,4,2,Finance,Negative,1.96
Divya Menon,Amazon,UK,2763,4334,6,3,24,9,2,2,15,318,56,9,408,8.57,18-11-2033,Daily,Article,7,3,0,Finance,Positive,75.25
Isha Bansal,Amazon,Germany,1012,9442,11,4,16,3,0,2,16,188,32,10,361,3.51,19-11-2033,Daily,Article,27,1,0,Healthcare,Neutral,97.04
Pallavi Thakur,Microsoft,USA,2036,14381,7,4,17,0,4,1,15,85,64,22,297,2.21,20-11-2033,Rarely,Text,22,4,2,Education,Negative,80.3
Neha Malhotra,Facebook,Germany,2632,3445,14,1,40,3,2,4,12,66,5,9,179,2.13,21-11-2033,Monthly,Image,27,3,2,Finance,Positive,51.9
Aarav Sharma,Startup,UK,4231,9445,7,3,44,3,1,4,6,195,19,2,281,9.2,22-11-2033,Monthly,Video,20,2,1,Consulting,Neutral,81.93
Meera Rao,Microsoft,UK,3042,13348,10,4,39,3,4,4,13,62,68,0,265,9.28,23-11-2033,Weekly,Image,2,3,2,Healthcare,Neutral,16.71
Karthik Nair,Facebook,UK,804,7096,7,4,38,5,0,1,16,241,98,24,134,7.96,24-11-2033,Weekly,Video,20,3,2,Marketing,Negative,84.79
Divya Menon,Startup,India,4851,3296,9,1,47,9,3,3,18,97,71,43,447,7.56,25-11-2033,Rarely,Article,24,1,1,Tech,Positive,72.8
Varun Bhatia,Tesla,UK,181,12555,6,3,35,1,1,4,17,126,30,10,249,8.95,26-11-2033,Daily,Text,7,0,1,Consulting,Neutral,5.16
Sneha Joshi,Facebook,USA,4624,1165,3,2,23,7,3,1,6,477,93,27,203,3.21,27-11-2033,Monthly,Image,5,1,2,Education,Negative,28.14
Nitin Saxena,Freelancer,India,4195,15003,11,2,40,5,1,1,16,127,59,22,401,1.58,28-11-2033,Monthly,Image,27,2,0,Tech,Neutral,63.94
Yashwant Joshi,Freelancer,Australia,3788,19171,10,1,48,4,4,1,15,382,61,12,95,1.36,29-11-2033,Monthly,Image,14,2,0,Marketing,Negative,59.91
Yashwant Joshi,Freelancer,Germany,3993,2210,12,1,28,9,0,3,15,212,29,47,62,0.62,30-11-2033,Weekly,Article,10,0,0,Marketing,Neutral,53.15
Ananya Kapoor,Microsoft,Canada,4945,15637,8,4,43,7,1,3,16,185,4,13,32,5.61,01-12-2033,Weekly,Image,22,4,0,Healthcare,Neutral,12.56
Ananya Kapoor,Amazon,USA,4578,18235,3,2,13,9,3,4,5,254,25,40,119,6.01,02-12-2033,Monthly,Article,5,1,0,Healthcare,Positive,44.18
Arjun Reddy,Microsoft,India,1392,2063,1,4,40,9,4,1,5,6,34,47,106,5.66,03-12-2033,Rarely,Article,29,1,1,Tech,Negative,5.01
Harsh Vardhan,Freelancer,Germany,622,12644,3,3,35,6,3,2,7,377,79,6,367,3.66,04-12-2033,Rarely,Image,29,2,0,Finance,Negative,6.18
Aditi Chauhan,Amazon,USA,362,12521,5,1,15,6,0,1,4,368,35,33,62,6.06,05-12-2033,Monthly,Text,7,4,0,Marketing,Neutral,47.44
Kavya Deshmukh,Startup,Australia,3856,6986,9,3,24,9,4,2,11,157,57,18,396,4.74,06-12-2033,Rarely,Article,20,0,1,Consulting,Negative,10.17
Abhishek Tiwari,Microsoft,India,1630,8277,11,4,40,9,2,1,7,114,1,6,344,9.21,07-12-2033,Monthly,Text,2,4,0,Education,Neutral,63.18
Siddharth Pandey,Facebook,Canada,2707,12667,12,4,34,5,0,4,4,74,29,19,167,3.32,08-12-2033,Weekly,Text,19,1,0,Finance,Positive,31.16
Varun Bhatia,Amazon,Australia,3672,5949,6,2,24,4,4,4,6,60,92,16,307,3.89,09-12-2033,Rarely,Image,21,3,2,Marketing,Positive,35.33
Aakash Sinha,Amazon,Canada,711,10060,1,3,21,7,2,1,3,440,0,25,75,7.73,10-12-2033,Daily,Video,9,2,0,Healthcare,Negative,42.33
Manish Kulkarni,Microsoft,Australia,382,8931,14,4,12,2,1,3,17,245,98,21,151,6.14,11-12-2033,Monthly,Article,2,3,1,Tech,Negative,69
Ananya Kapoor,Tesla,USA,1959,4446,6,4,43,8,1,2,19,412,2,34,146,8.36,12-12-2033,Monthly,Video,12,3,0,Tech,Neutral,13.66
Varun Bhatia,Microsoft,Canada,2826,15014,7,1,17,9,0,2,12,202,8,48,33,0.74,13-12-2033,Daily,Text,16,1,0,Consulting,Positive,88.04
Simran Kaur,Amazon,Australia,3117,7100,9,1,45,9,0,3,9,476,6,43,485,3.1,14-12-2033,Rarely,Text,29,0,0,Healthcare,Positive,8.91
Divya Menon,Microsoft,USA,4807,4173,3,1,23,7,4,1,10,313,33,37,195,4.69,15-12-2033,Rarely,Article,11,1,1,Tech,Positive,78.61
Shweta Bhattacharya,Freelancer,Germany,3945,10614,1,4,6,1,0,1,19,492,8,21,491,2.39,16-12-2033,Daily,Image,22,0,0,Consulting,Positive,98.3
Divya Menon,Amazon,India,4335,11021,12,4,11,7,4,1,3,274,11,39,446,8.17,17-12-2033,Daily,Image,28,3,0,Marketing,Neutral,94.43
Harsh Vardhan,Startup,Australia,1231,17269,11,3,28,5,1,4,16,326,81,3,444,5.5,18-12-2033,Monthly,Image,16,0,2,Healthcare,Positive,10.05
Ananya Kapoor,Tesla,UK,2910,13365,9,2,45,9,4,3,9,373,37,38,377,8.7,19-12-2033,Rarely,Text,16,4,2,Education,Negative,71.58
Pallavi Thakur,Google,USA,1945,12221,1,4,10,8,2,3,10,19,46,33,215,8.63,20-12-2033,Rarely,Video,6,0,2,Marketing,Neutral,90.21
Priya Verma,Microsoft,USA,4598,17452,12,3,23,2,2,4,11,70,68,21,340,2.01,21-12-2033,Rarely,Video,26,2,0,Marketing,Positive,57.2
Divya Menon,Microsoft,Canada,2548,18363,5,4,47,2,2,2,14,393,80,0,185,3.47,22-12-2033,Monthly,Image,7,2,1,Tech,Neutral,81.94
Pallavi Thakur,Freelancer,India,477,9324,1,4,17,0,1,4,13,205,49,28,287,5.13,23-12-2033,Weekly,Article,20,1,0,Tech,Positive,50.23
Arjun Reddy,Google,Germany,3284,14496,1,2,43,2,3,2,4,230,69,41,451,0.87,24-12-2033,Rarely,Article,19,4,0,Education,Neutral,99.55
Tanvi Agarwal,Amazon,UK,973,3197,3,1,11,8,0,2,11,49,37,46,425,8.22,25-12-2033,Weekly,Text,19,0,1,Consulting,Neutral,20.69
Sandeep Patil,Google,India,2501,12715,4,3,27,6,4,3,11,25,57,12,374,3.74,26-12-2033,Monthly,Video,26,4,0,Education,Positive,55.3
Aniket Bose,Freelancer,Canada,1588,3478,13,3,29,7,3,2,5,97,24,4,76,9.82,27-12-2033,Daily,Text,20,0,2,Tech,Negative,87.77
Yashwant Joshi,Amazon,India,3279,16184,1,4,18,9,3,3,3,356,34,45,286,9.08,28-12-2033,Weekly,Video,13,1,0,Healthcare,Positive,31.55
Isha Bansal,Facebook,Germany,3085,889,14,2,21,6,0,4,12,326,66,25,396,7.52,29-12-2033,Rarely,Article,8,3,2,Education,Positive,99.46
Neha Malhotra,Tesla,Australia,2157,4340,13,4,16,3,3,3,15,499,6,40,116,0.84,30-12-2033,Monthly,Article,1,0,1,Healthcare,Positive,69.24
Aakash Sinha,Freelancer,India,1012,6833,11,2,30,4,1,1,18,283,9,1,44,4.34,31-12-2033,Weekly,Video,24,2,2,Tech,Positive,28.68
Pooja Choudhary,Tesla,Germany,1630,18785,8,1,12,8,1,3,1,444,8,22,385,9.14,01-01-2034,Monthly,Text,4,4,2,Healthcare,Negative,49.18
Yashwant Joshi,Amazon,Germany,2475,5356,2,3,48,3,0,2,16,88,13,38,213,5.82,02-01-2034,Weekly,Video,15,2,0,Finance,Neutral,9.32
Simran Kaur,Google,Canada,3734,2057,1,1,48,4,4,3,15,198,70,12,69,6.51,03-01-2034,Monthly,Image,23,3,0,Finance,Neutral,30.95
Kavya Deshmukh,Tesla,India,4037,2537,2,3,36,9,0,4,9,203,52,11,141,2.23,04-01-2034,Rarely,Video,10,1,2,Tech,Positive,82.48
Rahul Mishra,Google,Australia,3588,5980,7,4,6,0,2,2,19,139,29,1,73,4.93,05-01-2034,Monthly,Video,25,1,2,Finance,Neutral,58.16
Pallavi Thakur,Startup,India,3565,12135,5,1,18,6,3,3,12,97,41,17,154,7.69,06-01-2034,Rarely,Video,29,4,0,Consulting,Negative,64.54
Kavya Deshmukh,Freelancer,USA,1797,5147,8,1,24,4,2,2,7,290,63,30,147,5.82,07-01-2034,Daily,Text,22,2,0,Consulting,Negative,11.21
Aarav Sharma,Freelancer,Germany,2880,10321,6,4,36,5,4,3,13,35,36,45,406,4.55,08-01-2034,Rarely,Article,12,3,2,Education,Neutral,98.62
Sneha Joshi,Microsoft,India,4815,3947,13,1,9,9,0,3,15,151,90,20,499,9.81,09-01-2034,Daily,Article,7,0,1,Education,Positive,45.73
Aditi Chauhan,Freelancer,Canada,4042,9411,8,4,43,0,4,2,10,434,15,9,60,0.62,10-01-2034,Weekly,Text,29,3,0,Finance,Negative,18.77
Siddharth Pandey,Microsoft,Germany,3999,14155,2,2,39,9,2,3,9,129,83,14,417,5.79,11-01-2034,Daily,Text,13,2,1,Consulting,Positive,93.66
Swati Rajan,Freelancer,UK,4882,9842,2,4,15,3,2,2,2,360,88,27,43,2.65,12-01-2034,Weekly,Video,26,2,0,Tech,Negative,64.15
Rahul Mishra,Facebook,India,2882,19490,11,3,33,2,2,2,5,242,21,9,120,3.1,13-01-2034,Daily,Text,7,2,0,Tech,Negative,7.46
Arjun Reddy,Google,Australia,3774,14260,12,1,21,2,2,3,9,342,45,40,299,3.31,14-01-2034,Rarely,Text,23,3,0,Tech,Neutral,7.4
Pallavi Thakur,Microsoft,Australia,2796,13484,8,2,9,3,0,3,7,71,71,40,382,3.78,15-01-2034,Weekly,Image,27,1,0,Consulting,Positive,74.07
Tanvi Agarwal,Microsoft,Canada,3864,3603,7,3,49,9,1,3,8,444,69,11,306,7.47,16-01-2034,Weekly,Article,21,0,1,Tech,Negative,89.83
Pooja Choudhary,Amazon,Canada,1120,16837,7,3,18,6,1,2,1,146,73,44,420,3.04,17-01-2034,Monthly,Text,14,0,2,Marketing,Negative,36.96
Nidhi Goel,Startup,Germany,1379,19868,3,4,40,9,4,1,9,427,39,44,232,2.85,18-01-2034,Monthly,Video,24,4,2,Tech,Neutral,7.16
Rohan Iyer,Microsoft,Canada,3711,3494,14,1,26,5,0,2,7,307,58,29,427,2.39,19-01-2034,Daily,Image,8,0,0,Consulting,Positive,50.3
Pooja Choudhary,Tesla,Australia,853,1543,1,1,28,3,4,2,14,470,24,34,330,3.76,20-01-2034,Weekly,Video,16,0,2,Education,Positive,89.58
Sneha Joshi,Microsoft,Australia,3668,1670,7,4,15,1,0,2,16,410,20,8,444,6.56,21-01-2034,Daily,Image,27,4,2,Tech,Positive,50.87
Swati Rajan,Startup,India,2653,2146,4,4,39,1,0,1,6,140,22,7,361,3.68,22-01-2034,Weekly,Article,23,4,2,Finance,Negative,10.22
Aakash Sinha,Amazon,USA,1293,11959,12,1,8,1,2,3,13,359,69,43,449,1.35,23-01-2034,Rarely,Article,17,1,2,Marketing,Positive,44.73
Aarav Sharma,Amazon,India,4993,13438,11,2,31,4,4,2,18,46,34,4,129,3.54,24-01-2034,Monthly,Video,12,3,0,Tech,Neutral,9.55
Sandeep Patil,Microsoft,Australia,427,12925,13,4,35,2,0,2,6,193,45,34,421,9.46,25-01-2034,Rarely,Video,25,4,2,Finance,Positive,65.97
Karthik Nair,Freelancer,Germany,2239,15786,12,2,10,9,4,2,7,300,1,15,15,8.05,26-01-2034,Weekly,Image,20,0,2,Healthcare,Positive,29.63
Priya Verma,Startup,India,3956,4928,4,2,11,8,4,1,12,316,3,24,87,0.56,27-01-2034,Monthly,Article,13,4,2,Healthcare,Negative,35.78
Arjun Reddy,Startup,India,3703,13888,12,3,35,9,1,4,5,426,48,6,468,3.6,28-01-2034,Daily,Video,7,3,0,Tech,Negative,98.49
Rohan Iyer,Tesla,Germany,2151,8724,12,3,24,8,4,3,8,249,28,49,49,5.48,29-01-2034,Daily,Image,9,1,2,Consulting,Positive,50.58
Aarav Sharma,Google,UK,3635,11094,13,3,23,5,2,1,13,326,16,20,465,6.23,30-01-2034,Weekly,Text,15,2,2,Tech,Neutral,45.11
Karthik Nair,Amazon,Germany,234,6943,4,1,25,0,1,4,10,313,39,44,103,0.84,31-01-2034,Rarely,Image,26,1,0,Marketing,Positive,70.37
Swati Rajan,Freelancer,UK,1515,3794,10,2,20,4,0,4,13,191,49,17,237,2.59,01-02-2034,Monthly,Text,28,3,2,Marketing,Neutral,74.76
Abhishek Tiwari,Microsoft,UK,4754,5176,5,1,38,8,3,3,8,212,20,37,163,0.81,02-02-2034,Rarely,Text,15,1,0,Finance,Positive,26.43
Isha Bansal,Amazon,Germany,4840,5899,1,2,37,2,1,3,14,424,2,45,135,3.35,03-02-2034,Rarely,Video,9,2,1,Tech,Positive,94.67
Nitin Saxena,Microsoft,Germany,1026,13407,6,1,24,9,2,4,16,215,92,17,337,3.02,04-02-2034,Weekly,Article,28,2,2,Education,Neutral,9.89
Varun Bhatia,Microsoft,USA,1803,6331,13,4,28,4,4,2,12,357,73,6,353,2.88,05-02-2034,Weekly,Text,1,1,2,Marketing,Negative,84.39
Aakash Sinha,Freelancer,Canada,735,1543,11,3,14,1,0,4,4,102,34,42,297,9.18,06-02-2034,Weekly,Article,27,0,0,Marketing,Negative,48.91
Aditi Chauhan,Facebook,USA,4180,5310,14,3,8,5,0,4,6,334,18,26,365,4.29,07-02-2034,Rarely,Image,11,1,2,Healthcare,Negative,44.32
Sneha Joshi,Freelancer,Germany,795,4210,6,4,35,5,3,3,11,121,65,23,343,7.28,08-02-2034,Daily,Video,6,3,2,Consulting,Positive,8.89
Aarav Sharma,Freelancer,Germany,2684,12289,14,4,36,5,2,1,14,111,81,41,382,2.69,09-02-2034,Daily,Text,10,0,1,Healthcare,Neutral,37.65
Pooja Choudhary,Google,Germany,3487,2939,1,2,42,1,1,4,14,15,93,25,347,1.91,10-02-2034,Weekly,Image,14,3,0,Consulting,Positive,13.2
Sneha Joshi,Startup,Australia,3479,4656,10,2,21,5,1,2,10,474,70,40,432,2.53,11-02-2034,Daily,Image,11,4,1,Education,Negative,62.6
Simran Kaur,Amazon,UK,318,18773,12,3,32,9,3,2,7,294,49,14,156,8.91,12-02-2034,Weekly,Text,19,0,1,Finance,Positive,2.28
Pooja Choudhary,Startup,India,1156,6185,3,4,20,1,4,1,13,122,51,7,450,1.41,13-02-2034,Rarely,Article,2,1,2,Marketing,Negative,88.64
Vikram Mehta,Tesla,Australia,3761,15554,10,3,46,3,1,4,17,405,31,47,288,7.42,14-02-2034,Monthly,Image,23,3,0,Marketing,Positive,22.16
Rohan Iyer,Freelancer,USA,4629,10301,7,2,37,4,1,2,2,456,93,3,380,3.11,15-02-2034,Weekly,Text,16,3,1,Tech,Positive,25.14
Vikram Mehta,Facebook,UK,1793,2666,3,4,17,9,1,3,7,43,3,15,157,1.96,16-02-2034,Rarely,Article,22,0,1,Tech,Positive,17.73
Varun Bhatia,Startup,Canada,2762,14485,10,1,46,2,4,4,1,482,47,23,428,6.3,17-02-2034,Daily,Image,17,3,1,Tech,Negative,40.02
Kavya Deshmukh,Startup,India,1033,16863,7,2,10,6,3,1,12,252,34,8,211,2.58,18-02-2034,Monthly,Article,26,4,2,Consulting,Negative,49
Manish Kulkarni,Freelancer,Canada,3468,19575,13,2,27,1,2,1,14,274,38,17,49,1,19-02-2034,Weekly,Text,13,4,0,Consulting,Positive,30.16
Harsh Vardhan,Tesla,Canada,1417,5013,10,4,16,2,1,3,6,402,30,12,283,8.28,20-02-2034,Daily,Article,21,1,2,Finance,Negative,63.06
Pallavi Thakur,Google,Canada,3091,8439,2,2,36,2,2,2,15,84,21,10,84,2,21-02-2034,Monthly,Article,9,4,1,Marketing,Negative,12.02
Aniket Bose,Tesla,UK,2500,5015,11,4,17,1,3,4,14,291,96,20,228,2.24,22-02-2034,Rarely,Article,20,3,2,Healthcare,Neutral,40.54
Ritika Jain,Google,USA,1958,10102,13,3,27,1,1,4,3,265,29,0,297,4.46,23-02-2034,Rarely,Text,15,4,2,Healthcare,Negative,55.76
Rohan Iyer,Freelancer,UK,4618,4178,5,3,8,0,4,4,13,436,16,31,378,7.5,24-02-2034,Rarely,Article,6,4,2,Marketing,Positive,1.49
Yashwant Joshi,Freelancer,Canada,1957,17938,14,3,29,3,3,3,3,462,60,33,298,6.79,25-02-2034,Daily,Article,6,0,2,Marketing,Negative,41.85
Sneha Joshi,Google,USA,2687,13139,10,2,30,7,2,3,8,66,92,21,495,2.13,26-02-2034,Monthly,Video,19,3,0,Education,Negative,53.22
Pallavi Thakur,Microsoft,India,327,7600,4,2,17,6,4,4,1,115,44,26,169,3.54,27-02-2034,Daily,Text,18,0,1,Finance,Negative,17.43
Karthik Nair,Startup,Australia,3094,2392,8,3,16,9,2,3,10,91,70,35,432,2.6,28-02-2034,Rarely,Article,11,1,1,Healthcare,Positive,83.22
Swati Rajan,Tesla,Germany,4613,15616,5,2,6,9,3,3,12,319,14,27,424,7.2,01-03-2034,Monthly,Article,2,3,1,Tech,Negative,56.09
Pallavi Thakur,Microsoft,Germany,762,2271,10,4,28,0,3,1,2,55,45,4,498,2.72,02-03-2034,Monthly,Video,15,2,0,Tech,Neutral,67.01
Varun Bhatia,Microsoft,UK,3679,7055,14,4,26,1,2,1,14,177,36,16,31,1.39,03-03-2034,Daily,Video,26,4,1,Finance,Positive,70.58
Meera Rao,Google,Australia,1897,15164,3,1,6,5,2,3,17,143,85,33,55,1.63,04-03-2034,Rarely,Video,13,3,2,Marketing,Neutral,68.57
Karthik Nair,Amazon,Germany,1218,7291,13,4,30,4,4,2,3,303,55,28,220,6.24,05-03-2034,Daily,Video,11,4,1,Healthcare,Neutral,81.88
